date,state,regime,confidence,prob_bull,prob_high-volatility,prob_low-volatility,prob_bear
2025-03-02,3,bear,1.0,0.0,0.0,0.0,1.0
2025-03-03,3,bear,1.0,0.0,0.0,0.0,1.0
2025-03-04,3,bear,1.0,0.0,0.0,0.0,1.0
2025-03-05,3,bear,1.0,0.0,0.0,0.0,1.0
2025-03-06,3,bear,1.0,0.0,0.0,0.0,1.0
2025-03-07,3,bear,1.0,0.0,0.0,0.0,1.0
2025-03-08,3,bear,1.0,0.0,0.0,0.0,1.0
2025-03-09,3,bear,1.0,0.0,0.0,0.0,1.0
2025-03-10,3,bear,1.0,0.0,0.0,0.0,1.0
2025-03-11,3,bear,1.0,4.742841783194733e-304,0.0,0.0,1.0
2025-03-12,3,bear,1.0,4.791328405152234e-277,0.0,4.7419853647427206e-304,1.0
2025-03-13,3,bear,1.0,1.8669885027030325e-250,0.0,4.790556896838004e-277,1.0
2025-03-14,3,bear,1.0,3.3902400402634493e-223,0.0,1.8666537519400235e-250,1.0
2025-03-15,3,bear,1.0,1.446849820935715e-196,0.0,3.389626797698407e-223,1.0
2025-03-16,3,bear,1.0,6.340310317948353e-170,0.0,1.446589473010883e-196,1.0
2025-03-17,3,bear,1.0,2.5471734002848093e-143,0.0,6.339244299699106e-170,1.0
2025-03-18,3,bear,1.0,3.544850815798632e-116,0.0,2.5467810972779946e-143,1.0
2025-03-19,3,bear,1.0,7.553340523745984e-89,2.6488555e-316,3.544179231622493e-116,1.0
2025-03-20,3,bear,1.0,8.939730827888702e-62,2.049117930080698e-288,7.551754783493997e-89,1.0
2025-03-21,3,bear,1.0,3.174350637616917e-32,8.428010236491395e-273,8.238201616634972e-62,1.0
2025-03-22,0,bull,1.0,1.0,1.7739169161330875e-100,1.1617662964102024e-41,0.0
2025-03-23,0,bull,0.9999999962037691,0.9999999962037691,2.7662040786046184e-62,3.7961983978198225e-09,0.0
2025-03-24,0,bull,0.9999999932826995,0.9999999932826995,6.594757834882088e-70,6.7172258350608426e-09,0.0
2025-03-25,0,bull,0.9999999210419932,0.9999999210419932,2.844926188336827e-63,7.895797800640713e-08,0.0
2025-03-26,0,bull,0.9999999875437879,0.9999999875437879,1.3139080982447861e-58,1.2456225152598398e-08,0.0
2025-03-27,0,bull,0.9999999664535159,0.9999999664535159,6.219491169921836e-57,3.354656160426087e-08,0.0
2025-03-28,0,bull,0.9999999894107532,0.9999999894107532,1.773501198382137e-62,1.05891589967842e-08,0.0
2025-03-29,0,bull,0.9999999891772404,0.9999999891772404,8.527725602325373e-80,1.082276120672507e-08,0.0
2025-03-30,0,bull,0.9999994791254714,0.9999994791254714,1.5906838370581444e-94,5.208745635785216e-07,0.0
