Asset,AssetID,Horizons,N_Horizons,Threshold,Sharpe,Return,WinRate,DA,Trades
Crude_Oil,1866,D1+D4+D6+D8,4,0.1,-3.261,-4.64,16.7,16.7,18
Crude_Oil,1866,D4+D5+D8+D9,4,0.05,-3.29,-23.39,28.7,28.7,87
Crude_Oil,1866,D1+D2+D5+D6,4,0.2,-3.298,-1.17,25.0,25.0,4
Crude_Oil,1866,D2+D4+D5+D7,4,0.1,-3.303,-7.86,29.6,29.6,27
Crude_Oil,1866,D4+D5+D7+D9,4,0.05,-3.314,-20.55,29.3,29.3,75
Crude_Oil,1866,D6+D7+D9,3,0.05,-3.331,-23.96,28.4,28.4,88
Crude_Oil,1866,D4+D5,2,0.05,-3.371,-28.05,27.2,27.2,103
Crude_Oil,1866,D3+D5+D6+D8,4,0.1,-3.397,-3.4,15.0,15.0,20
Crude_Oil,1866,D2+D3+D9+D10,4,0.1,-3.401,-6.39,33.3,33.3,18
Crude_Oil,1866,D4+D5+D8,3,0.05,-3.424,-23.74,25.9,25.9,81
Crude_Oil,1866,D2+D4+D5+D8,4,0.1,-3.43,-6.6,27.3,27.3,22
Crude_Oil,1866,D5+D6+D10,3,0.2,-3.432,-1.09,25.0,25.0,4
Crude_Oil,1866,D8+D9,2,0.3,-3.445,-5.43,25.9,25.9,27
Crude_Oil,1866,D1+D8+D9,3,0.1,-3.459,-9.95,24.3,24.3,37
Crude_Oil,1866,D1+D2,2,0.3,-3.485,-10.7,19.4,19.4,36
Crude_Oil,1866,D4+D8+D9,3,0.05,-3.53,-25.72,30.0,30.0,100
Crude_Oil,1866,D8+D9,2,0.1,-3.542,-21.45,30.9,30.9,81
Crude_Oil,1866,D2+D4+D7,3,0.1,-3.549,-11.03,30.6,30.6,36
Crude_Oil,1866,D8+D9,2,0.2,-3.555,-12.55,30.2,30.2,53
Crude_Oil,1866,D3+D4+D7+D9,4,0.05,-3.557,-22.08,28.2,28.2,71
Crude_Oil,1866,D2+D4+D6+D7,4,0.1,-3.598,-8.21,30.8,30.8,26
Crude_Oil,1866,D4+D6+D7+D9,4,0.05,-3.644,-21.33,28.6,28.6,70
Crude_Oil,1866,D2+D3+D7+D10,4,0.1,-3.666,-6.28,40.0,40.0,15
Crude_Oil,1866,D4+D6+D7,3,0.05,-3.673,-27.0,24.7,24.7,85
Crude_Oil,1866,D2+D3+D5+D10,4,0.1,-3.733,-7.66,30.0,30.0,20
Crude_Oil,1866,D3+D4+D10,3,0.1,-3.757,-3.58,25.0,25.0,20
Crude_Oil,1866,D4+D5+D6+D9,4,0.05,-3.81,-22.78,23.8,23.8,80
Crude_Oil,1866,D1+D4+D9+D10,4,0.1,-3.834,-4.16,22.2,22.2,9
Crude_Oil,1866,D3+D5+D10,3,0.05,-3.854,-20.97,29.0,29.0,69
Crude_Oil,1866,D2+D5+D6+D10,4,0.1,-3.861,-2.46,22.2,22.2,9
Crude_Oil,1866,D1+D3+D4+D5,4,0.1,-3.861,-17.46,28.3,28.3,53
Crude_Oil,1866,D2+D3+D8+D9,4,0.1,-3.862,-7.33,25.0,25.0,20
Crude_Oil,1866,D4+D5+D7+D10,4,0.1,-3.873,-6.2,13.3,13.3,15
Crude_Oil,1866,D2+D3+D5+D7,4,0.1,-3.876,-11.71,28.6,28.6,35
Crude_Oil,1866,D4+D8+D9,3,0.1,-3.892,-14.77,26.1,26.1,46
Crude_Oil,1866,D4+D8+D9+D10,4,0.1,-3.953,-7.4,21.1,21.1,19
Crude_Oil,1866,D2+D5+D8+D9,4,0.1,-4.021,-2.0,30.0,30.0,10
Crude_Oil,1866,D4+D5+D7,3,0.05,-4.038,-28.69,23.3,23.3,86
Crude_Oil,1866,D1+D2+D8,3,0.2,-4.067,-1.99,16.7,16.7,6
Crude_Oil,1866,D2+D3+D6+D10,4,0.1,-4.078,-6.7,35.7,35.7,14
Crude_Oil,1866,D4+D6+D7,3,0.1,-4.127,-10.93,19.2,19.2,26
Crude_Oil,1866,D2+D8+D9+D10,4,0.1,-4.155,-7.76,21.1,21.1,19
Crude_Oil,1866,D8+D10,2,0.1,-4.179,-18.65,26.4,26.4,53
Crude_Oil,1866,D8+D9+D10,3,0.1,-4.179,-18.65,26.4,26.4,53
Crude_Oil,1866,D1+D3+D6+D7,4,0.1,-4.186,-11.73,25.8,25.8,31
Crude_Oil,1866,D2+D3+D5+D9,4,0.1,-4.202,-9.97,36.0,36.0,25
Crude_Oil,1866,D1+D7,2,0.1,-4.209,-14.32,21.1,21.1,38
Crude_Oil,1866,D1+D4+D7,3,0.1,-4.209,-14.32,21.1,21.1,38
Crude_Oil,1866,D3+D4+D5+D7,4,0.1,-4.258,-4.45,20.0,20.0,20
Crude_Oil,1866,D1+D3+D5+D7,4,0.1,-4.281,-13.95,22.9,22.9,35
Crude_Oil,1866,D1+D3+D8+D10,4,0.1,-4.341,-7.12,23.1,23.1,13
Crude_Oil,1866,D2+D5+D7,3,0.1,-4.351,-11.39,29.6,29.6,27
Crude_Oil,1866,D2+D3+D8+D10,4,0.1,-4.44,-7.13,35.7,35.7,14
Crude_Oil,1866,D2+D3+D7,3,0.2,-4.45,-1.31,25.0,25.0,4
Crude_Oil,1866,D4+D5+D9,3,0.1,-4.53,-8.48,18.2,18.2,22
Crude_Oil,1866,D1+D4+D5+D9,4,0.1,-4.546,-8.67,31.6,31.6,19
Crude_Oil,1866,D2+D3+D7+D9,4,0.1,-4.554,-7.92,31.2,31.2,16
Crude_Oil,1866,D2+D7,2,0.1,-4.575,-12.12,28.6,28.6,28
Crude_Oil,1866,D1+D6+D7+D9,4,0.1,-4.607,-9.08,27.3,27.3,22
Crude_Oil,1866,D2+D5+D10,3,0.1,-4.608,-1.56,33.3,33.3,6
Crude_Oil,1866,D1+D4+D5+D7,4,0.1,-4.634,-14.2,22.9,22.9,35
Crude_Oil,1866,D3+D6+D9,3,0.1,-4.638,-0.85,33.3,33.3,6
Crude_Oil,1866,D3+D9,2,0.1,-4.638,-0.85,33.3,33.3,6
Crude_Oil,1866,D4+D5+D8+D10,4,0.1,-4.679,-6.04,10.0,10.0,10
Crude_Oil,1866,D4+D5+D9+D10,4,0.1,-4.698,-7.7,12.5,12.5,16
Crude_Oil,1866,D3+D4+D5,3,0.1,-4.726,-14.23,24.4,24.4,41
Crude_Oil,1866,D3+D5,2,0.1,-4.726,-14.23,24.4,24.4,41
Crude_Oil,1866,D1+D4+D5+D10,4,0.1,-4.777,-9.55,26.3,26.3,19
Crude_Oil,1866,D1+D10,2,0.1,-4.8,-6.34,20.0,20.0,10
Crude_Oil,1866,D1+D4+D5+D8,4,0.1,-4.819,-11.92,17.9,17.9,28
Crude_Oil,1866,D4+D5,2,0.1,-4.885,-23.06,21.9,21.9,64
Crude_Oil,1866,D1+D5+D7+D9,4,0.1,-4.892,-1.02,12.5,12.5,8
Crude_Oil,1866,D1+D6+D8+D9,4,0.1,-4.948,-9.89,21.7,21.7,23
Crude_Oil,1866,D3+D4+D8+D9,4,0.1,-4.963,-3.69,35.7,35.7,14
Crude_Oil,1866,D1+D4+D6+D10,4,0.1,-5.042,-4.7,14.3,14.3,7
Crude_Oil,1866,D1+D8+D10,3,0.1,-5.05,-5.67,10.0,10.0,10
Crude_Oil,1866,D5+D7+D9,3,0.1,-5.085,-9.65,29.6,29.6,27
Crude_Oil,1866,D5+D9,2,0.1,-5.085,-9.65,29.6,29.6,27
Crude_Oil,1866,D2+D6+D10,3,0.1,-5.091,-1.56,40.0,40.0,5
Crude_Oil,1866,D2+D4+D8+D10,4,0.1,-5.091,-1.56,40.0,40.0,5
Crude_Oil,1866,D2+D10,2,0.1,-5.091,-1.56,40.0,40.0,5
Crude_Oil,1866,D1+D2+D7,3,0.2,-5.108,-3.27,10.0,10.0,10
Crude_Oil,1866,D4+D5+D10,3,0.1,-5.121,-8.56,14.3,14.3,21
Crude_Oil,1866,D1+D6+D10,3,0.1,-5.153,-6.61,30.0,30.0,10
Crude_Oil,1866,D2+D7+D9,3,0.1,-5.158,-2.65,16.7,16.7,12
Crude_Oil,1866,D3+D6+D8+D9,4,0.1,-5.164,-6.09,36.8,36.8,19
Crude_Oil,1866,D5+D6+D8+D9,4,0.1,-5.192,-9.65,30.8,30.8,26
Crude_Oil,1866,D4+D5+D8+D9,4,0.1,-5.314,-12.33,25.0,25.0,24
Crude_Oil,1866,D2+D4+D8+D9,4,0.1,-5.543,-4.0,30.8,30.8,13
Crude_Oil,1866,D1+D6+D7+D10,4,0.1,-5.694,-9.07,33.3,33.3,15
Crude_Oil,1866,D4+D5+D8,3,0.1,-5.746,-9.45,9.5,9.5,21
Crude_Oil,1866,D2+D4+D7+D10,4,0.1,-5.767,-1.56,50.0,50.0,4
Crude_Oil,1866,D3+D4+D9,3,0.1,-5.823,-7.18,27.3,27.3,22
Crude_Oil,1866,D1+D4+D7+D9,4,0.1,-5.84,-7.83,16.7,16.7,12
Crude_Oil,1866,D2+D7+D9+D10,4,0.1,-5.864,-1.14,16.7,16.7,6
Crude_Oil,1866,D4+D5+D6+D7,4,0.1,-5.874,-15.99,18.2,18.2,33
Crude_Oil,1866,D4+D5+D6,3,0.2,-5.897,-4.59,8.3,8.3,12
Crude_Oil,1866,D4+D6,2,0.2,-5.897,-4.59,8.3,8.3,12
Crude_Oil,1866,D1+D4+D6+D7,4,0.1,-5.924,-14.86,20.7,20.7,29
Crude_Oil,1866,D1+D4+D8+D10,4,0.1,-5.977,-5.53,14.3,14.3,7
Crude_Oil,1866,D2+D8+D9,3,0.1,-6.033,-15.24,18.8,18.8,32
Crude_Oil,1866,D2+D8+D10,3,0.1,-6.093,-2.9,20.0,20.0,10
Crude_Oil,1866,D4+D7,2,0.1,-6.181,-13.6,17.2,17.2,29
Crude_Oil,1866,D3+D4+D5+D10,4,0.1,-6.247,-3.75,14.3,14.3,14
Crude_Oil,1866,D4+D5+D6+D8,4,0.1,-6.34,-10.67,10.3,10.3,29
Crude_Oil,1866,D6+D7+D10,3,0.2,-6.475,-1.46,33.3,33.3,3
Crude_Oil,1866,D6+D7+D9,3,0.3,-6.475,-1.46,33.3,33.3,3
Crude_Oil,1866,D6+D8+D9,3,0.3,-6.475,-1.46,33.3,33.3,3
Crude_Oil,1866,D1+D8+D9,3,0.2,-6.475,-1.46,33.3,33.3,3
Crude_Oil,1866,D5+D8+D9,3,0.2,-6.475,-1.46,33.3,33.3,3
Crude_Oil,1866,D2+D9,2,0.1,-6.519,-2.58,42.9,42.9,7
Crude_Oil,1866,D2+D4+D7+D9,4,0.1,-6.519,-2.58,42.9,42.9,7
Crude_Oil,1866,D3+D5+D7+D9,4,0.1,-6.528,-1.04,20.0,20.0,5
Crude_Oil,1866,D1+D8+D9+D10,4,0.1,-6.637,-9.05,6.7,6.7,15
Crude_Oil,1866,D2+D4+D5+D10,4,0.1,-6.65,-9.42,18.8,18.8,16
Crude_Oil,1866,D4+D5+D7,3,0.1,-6.662,-14.09,10.0,10.0,30
Crude_Oil,1866,D3+D5,2,0.2,-6.772,-2.13,22.2,22.2,9
Crude_Oil,1866,D3+D4+D5,3,0.2,-6.772,-2.13,22.2,22.2,9
Crude_Oil,1866,D2+D4+D5+D9,4,0.1,-6.846,-9.86,25.0,25.0,16
Crude_Oil,1866,D1+D2+D5,3,0.2,-6.861,-7.88,14.3,14.3,14
Crude_Oil,1866,D1+D5+D7+D10,4,0.1,-6.88,-1.27,0.0,0.0,7
Crude_Oil,1866,D3+D4+D5+D8,4,0.1,-6.944,-5.15,16.7,16.7,18
Crude_Oil,1866,D2+D5+D6+D7,4,0.1,-6.955,-9.05,25.0,25.0,20
Crude_Oil,1866,D1+D5+D6,3,0.2,-6.992,-3.13,16.7,16.7,6
Crude_Oil,1866,D1+D4+D7+D10,4,0.1,-7.003,-8.25,10.0,10.0,10
Crude_Oil,1866,D3+D5+D8+D9,4,0.1,-7.031,-4.72,36.4,36.4,11
Crude_Oil,1866,D8+D9,2,0.5,-7.06,-2.39,16.7,16.7,6
Crude_Oil,1866,D3+D5+D6,3,0.2,-7.099,-1.33,0.0,0.0,6
Crude_Oil,1866,D6+D7+D9,3,0.2,-7.106,-2.2,40.0,40.0,5
Crude_Oil,1866,D4+D5,2,0.2,-7.298,-10.83,11.1,11.1,18
Crude_Oil,1866,D3+D5+D8,3,0.1,-7.558,-6.11,11.8,11.8,17
Crude_Oil,1866,D3+D4+D5+D9,4,0.1,-7.822,-6.09,18.8,18.8,16
Crude_Oil,1866,D1+D5+D8+D10,4,0.1,-7.937,-1.21,0.0,0.0,5
Crude_Oil,1866,D2+D6+D7+D10,4,0.1,-8.009,-10.33,33.3,33.3,12
Crude_Oil,1866,D4+D8+D9,3,0.2,-8.282,-1.46,50.0,50.0,2
Crude_Oil,1866,D3+D8+D9,3,0.2,-8.282,-1.46,50.0,50.0,2
Crude_Oil,1866,D2+D8+D9,3,0.2,-8.282,-1.46,50.0,50.0,2
Crude_Oil,1866,D3+D4+D7+D10,4,0.1,-8.596,-2.42,12.5,12.5,8
Crude_Oil,1866,D2+D6+D9+D10,4,0.1,-8.694,-2.29,28.6,28.6,7
Crude_Oil,1866,D3+D4+D5+D7,4,0.2,-9.124,-1.15,33.3,33.3,3
Crude_Oil,1866,D4+D5+D7+D9,4,0.1,-9.178,-11.36,7.7,7.7,13
Crude_Oil,1866,D3+D5+D10,3,0.1,-9.206,-1.71,16.7,16.7,6
Crude_Oil,1866,D3+D4+D6+D8,4,0.1,-9.239,-8.44,10.5,10.5,19
Crude_Oil,1866,D3+D5+D7+D10,4,0.1,-9.389,-2.42,14.3,14.3,7
Crude_Oil,1866,D3+D7+D9,3,0.1,-9.594,-5.48,30.0,30.0,10
Crude_Oil,1866,D3+D5+D9,3,0.1,-9.927,-2.1,16.7,16.7,6
Crude_Oil,1866,D3+D4+D7+D9,4,0.1,-9.927,-2.1,16.7,16.7,6
Crude_Oil,1866,D3+D6+D8+D10,4,0.1,-9.939,-2.34,16.7,16.7,6
Crude_Oil,1866,D2+D5+D9+D10,4,0.1,-10.214,-3.88,16.7,16.7,6
Crude_Oil,1866,D3+D4+D8+D10,4,0.1,-10.45,-2.42,16.7,16.7,6
Crude_Oil,1866,D4+D5+D6,3,0.3,-11.225,-0.66,0.0,0.0,3
Crude_Oil,1866,D1+D4+D5+D6,4,0.2,-11.225,-0.66,0.0,0.0,3
Crude_Oil,1866,D2+D4+D5+D6,4,0.2,-11.225,-0.66,0.0,0.0,3
Crude_Oil,1866,D4+D6,2,0.3,-11.225,-0.66,0.0,0.0,3
Crude_Oil,1866,D3+D4+D5+D6,4,0.2,-11.225,-0.68,0.0,0.0,3
Crude_Oil,1866,D2+D5+D6,3,0.2,-12.947,-4.4,0.0,0.0,6
Crude_Oil,1866,D1+D2+D9,3,0.2,-14.011,-3.81,0.0,0.0,5
Crude_Oil,1866,D1+D2+D10,3,0.2,-14.011,-3.81,0.0,0.0,5
Crude_Oil,1866,D2+D4+D5,3,0.2,-14.785,-4.81,0.0,0.0,7
Crude_Oil,1866,D2+D4+D9+D10,4,0.1,-14.868,-6.04,0.0,0.0,6
Crude_Oil,1866,D3+D10,2,0.1,-15.839,-2.52,0.0,0.0,4
Crude_Oil,1866,D3+D5+D8+D10,4,0.1,-15.839,-2.52,0.0,0.0,4
Crude_Oil,1866,D5+D6+D7,3,0.2,-15.875,-1.42,0.0,0.0,2
Crude_Oil,1866,D3+D6+D10,3,0.1,-15.875,-1.33,0.0,0.0,2
Crude_Oil,1866,D5+D7,2,0.2,-15.875,-1.42,0.0,0.0,2
Crude_Oil,1866,D1+D2+D5,3,0.3,-15.875,-0.73,0.0,0.0,2
Crude_Oil,1866,D5+D6,2,0.5,-15.875,-1.33,0.0,0.0,2
Crude_Oil,1866,D1+D2,2,0.5,-17.456,-3.81,0.0,0.0,4
Crude_Oil,1866,D4+D5,2,0.3,-18.867,-4.24,0.0,0.0,5
Crude_Oil,1866,D3+D7+D10,3,0.1,-22.374,-2.52,0.0,0.0,3
Crude_Oil,1866,D3+D5,2,0.3,-1074549814.301,-0.68,0.0,0.0,1
Crude_Oil,1866,D3+D4+D5,3,0.3,-1074549814.301,-0.68,0.0,0.0,1
Crude_Oil,1866,D4+D5+D7,3,0.2,-1474061444.736,-0.93,0.0,0.0,1
Crude_Oil,1866,D3+D9+D10,3,0.2,-2108714798.386,-1.33,0.0,0.0,1
Crude_Oil,1866,D4+D9+D10,3,0.2,-2108714798.386,-1.33,0.0,0.0,1
Crude_Oil,1866,D7+D9+D10,3,0.2,-2108714798.386,-1.33,0.0,0.0,1
SP500,1625,D8+D34+D55+D89,4,0.05,933242161.782,0.59,100.0,100.0,1
SP500,1625,D21+D89,2,0.05,803395899.517,0.51,100.0,100.0,1
SP500,1625,D21+D55+D89,3,0.05,803395899.517,0.51,100.0,100.0,1
SP500,1625,D3+D5+D55,3,0.1,265856249.992,0.17,100.0,100.0,1
SP500,1625,D3+D8+D21,3,0.1,202068582.821,0.13,100.0,100.0,1
SP500,1625,D3+D5+D8+D34,4,0.1,202068582.821,0.13,100.0,100.0,1
SP500,1625,D8+D21,2,0.1,98183305.584,0.06,100.0,100.0,1
SP500,1625,D8+D13+D21,3,0.1,98183305.584,0.06,100.0,100.0,1
SP500,1625,D8+D13+D34,3,0.1,98183305.584,0.06,100.0,100.0,1
SP500,1625,D8+D13+D55,3,0.1,98183305.584,0.06,100.0,100.0,1
SP500,1625,D8+D13,2,0.2,98183305.584,0.06,100.0,100.0,1
SP500,1625,D8+D13+D21+D34,4,0.1,98183305.584,0.06,100.0,100.0,1
SP500,1625,D5+D34+D55+D89,4,0.05,36.145,2.11,100.0,100.0,2
SP500,1625,D3+D5+D34,3,0.1,21.945,0.38,66.7,66.7,3
SP500,1625,D13+D55+D89,3,0.05,21.804,0.59,66.7,66.7,3
SP500,1625,D1+D8+D13,3,0.1,21.222,0.15,66.7,66.7,3
SP500,1625,D13+D89,2,0.05,20.08,2.32,71.4,71.4,7
SP500,1625,D5+D55+D89,3,0.05,15.875,1.51,50.0,50.0,2
SP500,1625,D1+D13,2,0.1,15.875,0.09,50.0,50.0,2
SP500,1625,D1+D3+D8+D13,4,0.1,15.875,0.09,50.0,50.0,2
SP500,1625,D3+D5+D8+D21,4,0.1,15.875,0.13,50.0,50.0,2
SP500,1625,D1+D5+D8+D13,4,0.1,15.875,0.09,50.0,50.0,2
SP500,1625,D1+D55+D89,3,0.05,15.875,1.51,50.0,50.0,2
SP500,1625,D1+D5+D13,3,0.1,15.875,0.09,50.0,50.0,2
SP500,1625,D1+D5+D8,3,0.1,15.875,0.28,50.0,50.0,2
SP500,1625,D5+D8+D34,3,0.1,13.477,1.38,50.0,50.0,2
SP500,1625,D1+D89,2,0.05,12.754,2.93,57.1,57.1,7
SP500,1625,D13+D34+D55+D89,4,0.05,11.982,3.67,72.7,72.7,11
SP500,1625,D1+D3+D5+D21,4,0.1,8.215,1.68,40.0,40.0,10
SP500,1625,D1+D3+D8,3,0.1,7.669,0.76,50.0,50.0,4
SP500,1625,D13+D21,2,0.1,7.357,3.99,50.0,50.0,20
SP500,1625,D1+D3,2,0.1,7.233,5.9,46.7,46.7,30
SP500,1625,D21+D34+D55+D89,4,0.05,7.09,2.7,40.0,40.0,10
SP500,1625,D1+D3+D8+D89,4,0.05,5.791,5.94,46.7,46.7,30
SP500,1625,D3+D5+D8,3,0.1,5.57,3.58,33.3,33.3,18
SP500,1625,D1+D3+D89,3,0.05,5.182,3.61,45.5,45.5,22
SP500,1625,D1+D3+D21+D89,4,0.05,4.545,4.61,46.4,46.4,28
SP500,1625,D1+D3+D5+D89,4,0.05,4.26,3.14,40.9,40.9,22
SP500,1625,D1+D5,2,0.1,4.253,4.79,43.6,43.6,39
SP500,1625,D1+D3+D5,3,0.1,4.253,4.79,43.6,43.6,39
SP500,1625,D3+D5,2,0.2,3.831,1.18,41.7,41.7,12
SP500,1625,D1+D8+D89,3,0.05,3.605,3.71,48.4,48.4,31
SP500,1625,D3+D8,2,0.1,3.596,1.96,28.6,28.6,14
SP500,1625,D1+D3,2,0.05,3.462,10.44,40.0,40.0,95
SP500,1625,D21+D34,2,0.1,3.342,0.67,33.3,33.3,6
SP500,1625,D1+D3+D5+D8,4,0.1,3.329,1.06,45.5,45.5,11
SP500,1625,D1+D3+D55+D89,4,0.05,3.264,1.99,31.6,31.6,19
SP500,1625,D21+D34+D55,3,0.05,3.173,5.07,44.1,44.1,34
SP500,1625,D1+D5+D8+D89,4,0.05,3.103,3.37,44.1,44.1,34
SP500,1625,D5+D8+D21,3,0.1,2.788,0.39,33.3,33.3,6
SP500,1625,D1+D8,2,0.05,2.677,9.22,45.2,45.2,84
SP500,1625,D13+D34+D55,3,0.05,2.633,5.64,42.6,42.6,54
SP500,1625,D13+D55,2,0.05,2.633,5.64,42.6,42.6,54
SP500,1625,D1+D3+D8,3,0.05,2.564,7.62,41.0,41.0,78
SP500,1625,D1+D5+D8,3,0.05,2.466,8.19,44.4,44.4,81
SP500,1625,D1+D5,2,0.05,2.404,9.21,40.0,40.0,110
SP500,1625,D1+D3+D5,3,0.05,2.404,9.21,40.0,40.0,110
SP500,1625,D1+D5+D8+D21,4,0.05,2.314,8.51,45.5,45.5,88
SP500,1625,D1+D3+D5+D8,4,0.05,2.236,8.66,42.3,42.3,97
SP500,1625,D13+D21+D34+D55,4,0.05,2.159,6.04,46.3,46.3,67
SP500,1625,D3+D5+D8+D55,4,0.05,2.111,5.77,46.9,46.9,64
SP500,1625,D1+D3+D55,3,0.05,2.106,4.0,39.2,39.2,51
SP500,1625,D1+D8+D21,3,0.05,2.077,8.82,44.2,44.2,104
SP500,1625,D1+D5+D21,3,0.05,1.991,8.45,42.1,42.1,107
SP500,1625,D1+D21,2,0.05,1.896,8.17,44.4,44.4,108
SP500,1625,D3+D8,2,0.05,1.873,6.39,41.9,41.9,86
SP500,1625,D1+D3+D13+D21,4,0.05,1.831,7.24,44.3,44.3,97
SP500,1625,D13+D34+D89,3,0.05,1.804,2.78,42.1,42.1,38
SP500,1625,D1+D3+D8+D21,4,0.05,1.792,6.84,44.2,44.2,95
SP500,1625,D1+D3+D5+D13,4,0.1,1.79,0.55,40.0,40.0,10
SP500,1625,D1+D34+D55,3,0.05,1.776,4.12,43.1,43.1,51
SP500,1625,D1+D5+D13+D21,4,0.05,1.73,6.97,45.0,45.0,100
SP500,1625,D1+D5+D89,3,0.05,1.705,0.92,36.8,36.8,19
SP500,1625,D1+D8+D13+D21,4,0.05,1.603,6.22,44.2,44.2,95
SP500,1625,D1+D3+D21,3,0.05,1.575,5.97,41.5,41.5,94
SP500,1625,D1+D3+D8+D13,4,0.05,1.573,5.25,42.5,42.5,80
SP500,1625,D3+D5+D8,3,0.05,1.486,5.44,42.6,42.6,94
SP500,1625,D1+D3+D5+D21,4,0.05,1.483,5.97,41.0,41.0,105
SP500,1625,D3+D8+D21,3,0.05,1.482,5.66,43.8,43.8,96
SP500,1625,D1+D13+D21,3,0.05,1.464,6.39,42.6,42.6,115
SP500,1625,D1+D8+D21+D34,4,0.05,1.398,5.22,43.5,43.5,92
SP500,1625,D21+D55,2,0.05,1.363,1.74,37.0,37.0,27
SP500,1625,D21+D34+D89,3,0.05,1.292,1.53,40.0,40.0,25
SP500,1625,D3+D5+D8+D21,4,0.05,1.261,4.65,42.6,42.6,94
SP500,1625,D1+D5+D8+D34,4,0.05,1.242,3.71,43.7,43.7,71
SP500,1625,D1+D5+D13,3,0.05,1.24,4.44,42.0,42.0,88
SP500,1625,D1+D3+D5+D55,4,0.05,1.237,3.15,40.7,40.7,59
SP500,1625,D1+D3+D13+D89,4,0.05,1.225,1.61,48.1,48.1,27
SP500,1625,D3+D5+D21+D55,4,0.05,1.197,3.68,42.7,42.7,75
SP500,1625,D1+D3+D5+D13,4,0.05,1.196,4.9,40.6,40.6,106
SP500,1625,D3+D5+D34+D55,4,0.05,1.19,3.48,44.9,44.9,69
SP500,1625,D1+D3+D21+D34,4,0.05,1.189,4.11,41.0,41.0,83
SP500,1625,D3+D5+D13+D21,4,0.05,1.184,4.63,39.8,39.8,103
SP500,1625,D1+D5+D8+D55,4,0.05,1.176,2.76,43.4,43.4,53
SP500,1625,D13+D21+D55,3,0.05,1.165,3.21,38.4,38.4,73
SP500,1625,D3+D5+D55,3,0.05,1.147,3.2,42.4,42.4,66
SP500,1625,D3+D5+D21,3,0.05,1.137,4.74,39.3,39.3,112
SP500,1625,D1+D3+D5+D34,4,0.05,1.126,4.13,38.9,38.9,90
SP500,1625,D1+D5+D34+D55,4,0.05,1.123,3.26,42.0,42.0,69
SP500,1625,D1+D3+D8+D34,4,0.05,1.121,3.67,40.8,40.8,76
SP500,1625,D13+D21,2,0.05,1.121,4.23,42.6,42.6,101
SP500,1625,D3+D55,2,0.05,1.089,3.1,45.5,45.5,66
SP500,1625,D5+D8,2,0.1,1.081,0.85,43.5,43.5,23
SP500,1625,D1+D3+D34,3,0.05,1.065,3.34,39.2,39.2,74
SP500,1625,D1+D5+D21+D34,4,0.05,1.063,4.03,41.7,41.7,96
SP500,1625,D5+D13+D21,3,0.05,1.032,3.65,41.8,41.8,91
SP500,1625,D5+D21,2,0.05,1.032,3.65,41.8,41.8,91
SP500,1625,D3+D21+D55,3,0.05,1.026,3.21,44.2,44.2,77
SP500,1625,D3+D8+D34+D55,4,0.05,1.025,2.8,42.2,42.2,64
SP500,1625,D1+D13+D34,3,0.05,1.019,3.66,43.2,43.2,88
SP500,1625,D5+D8,2,0.05,1.012,2.57,39.4,39.4,71
SP500,1625,D3+D13+D34+D55,4,0.05,1.002,3.06,44.0,44.0,75
SP500,1625,D3+D8+D21+D55,4,0.05,0.968,2.78,43.5,43.5,69
SP500,1625,D3+D5+D8+D89,4,0.05,0.959,1.44,44.7,44.7,38
SP500,1625,D1+D21+D34+D55,4,0.05,0.959,2.78,43.5,43.5,69
SP500,1625,D1+D3+D13,3,0.05,0.951,3.14,39.5,39.5,81
SP500,1625,D5+D8+D21+D34,4,0.05,0.945,2.73,39.7,39.7,68
SP500,1625,D5+D13+D34+D55,4,0.05,0.931,2.53,43.5,43.5,62
SP500,1625,D1+D3+D13+D34,4,0.05,0.916,2.94,40.8,40.8,76
SP500,1625,D1+D34,2,0.05,0.907,3.41,41.7,41.7,96
SP500,1625,D5+D21+D34+D55,4,0.05,0.888,2.5,42.4,42.4,66
SP500,1625,D3+D21+D34+D55,4,0.05,0.886,2.61,43.7,43.7,71
SP500,1625,D13+D34,2,0.05,0.88,3.24,41.1,41.1,95
SP500,1625,D13+D21+D34,3,0.05,0.875,3.24,40.6,40.6,96
SP500,1625,D1+D5+D8+D13,4,0.05,0.838,2.56,40.8,40.8,76
SP500,1625,D3+D5,2,0.1,0.835,1.87,35.3,35.3,68
SP500,1625,D1+D3+D21+D55,4,0.05,0.834,2.35,41.5,41.5,65
SP500,1625,D1+D8+D21+D55,4,0.05,0.828,2.47,41.9,41.9,74
SP500,1625,D1+D5+D13+D89,4,0.05,0.821,1.05,48.1,48.1,27
SP500,1625,D3+D21,2,0.05,0.803,3.23,40.4,40.4,109
SP500,1625,D1+D8+D34,3,0.05,0.796,2.66,42.2,42.2,83
SP500,1625,D1+D5+D34,3,0.05,0.793,2.84,39.6,39.6,91
SP500,1625,D3+D34+D55,3,0.05,0.782,1.91,45.5,45.5,55
SP500,1625,D5+D21+D34,3,0.05,0.779,2.53,43.0,43.0,79
SP500,1625,D1+D5+D13+D55,4,0.05,0.779,2.03,41.0,41.0,61
SP500,1625,D5+D13+D21+D34,4,0.05,0.777,2.63,40.7,40.7,86
SP500,1625,D3+D5+D34,3,0.05,0.775,2.81,39.4,39.4,94
SP500,1625,D5+D34,2,0.05,0.774,2.53,42.5,42.5,80
